points,tags,tag_dict,tag_vect,problem_id_enc,level_enc
  (0, 7)	0.5065049009231357
  (0, 6)	0.5065049009231357",817,1
500.0,math,['math'],"  (0, 37)	1.0",2076,0
1000.0,"greedy,math","['greedy', 'math']","  (0, 37)	0.7054782744958024
  (0, 33)	0.7087315459427675",3388,2
500.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",4204,0
1500.0,"brute force,implementation","['brute force', 'implementation']","  (0, 35)	0.41974888999677135
  (0, 27)	0.5240263572717433
  (0, 7)	0.5240263572717433
  (0, 6)	0.5240263572717433",4987,1
1000.0,"brute force,dp,math","['brute force', 'dp', 'math']","  (0, 37)	0.43298554408375645
  (0, 27)	0.4569356718353717
  (0, 21)	0.4314543939138482
  (0, 7)	0.4569356718353717
  (0, 6)	0.4569356718353717",3229,2
2500.0,dp,['dp'],"  (0, 21)	1.0",2475,3
500.0,"binary search,brute force,dp,greedy,sortings","['binary search', 'brute force', 'dp', 'greedy', 'sortings']","  (0, 56)	0.3601679334979994
  (0, 52)	0.35516696709139406
  (0, 33)	0.30243579111931573
  (0, 27)	0.317699647096312
  (0, 21)	0.299982945376102
  (0, 7)	0.317699647096312
  (0, 6)	0.317699647096312
  (0, 4)	0.36047129747389733
  (0, 3)	0.36047129747389733",6257,0
1000.0,"dp,math,probabilities","['dp', 'math', 'probabilities']","  (0, 47)	0.7501187557615925
  (0, 37)	0.46843946840256806
  (0, 21)	0.4667829438801291",3371,1
500.0,implementation,['implementation'],"  (0, 35)	1.0",4676,0
2000.0,"dfs and similar,graphs,implementation","['dfs and similar', 'graphs', 'implementation']","  (0, 55)	0.4643387440546784
  (0, 35)	0.32918192630167115
  (0, 32)	0.4947806096700768
  (0, 18)	0.4643387440546784
  (0, 17)	0.4643387440546784",6209,3
1000.0,implementation,['implementation'],"  (0, 35)	1.0",1802,1
1500.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",3656,2
1000.0,"brute force,constructive algorithms,greedy,math","['brute force', 'constructive algorithms', 'greedy', 'math']","  (0, 37)	0.3256782992074842
  (0, 33)	0.32718014547265106
  (0, 27)	0.3436928425993513
  (0, 14)	0.3796983397697651
  (0, 13)	0.3796983397697651
  (0, 7)	0.3436928425993513
  (0, 6)	0.3436928425993513
  (0, 2)	0.3796983397697651",5377,1
2250.0,binary search,['binary search'],"  (0, 52)	0.5716446613374037
  (0, 4)	0.5801820322814406
  (0, 3)	0.5801820322814406",5440,3
2000.0,"2-sat,dfs and similar,dsu,graphs","['2-sat', 'dfs and similar', 'dsu', 'graphs']","  (0, 55)	0.25109443661209574
  (0, 50)	0.46148026231845224
  (0, 32)	0.26755608921806373
  (0, 22)	0.3168223371247297
  (0, 18)	0.25109443661209574
  (0, 17)	0.25109443661209574
  (0, 1)	0.46148026231845224
  (0, 0)	0.46148026231845224",4979,3
2500.0,"dp,math,number theory","['dp', 'math', 'number theory']","  (0, 68)	0.4959049743237831
  (0, 43)	0.4959049743237831
  (0, 42)	0.4959049743237831
  (0, 37)	0.3627421534022664
  (0, 21)	0.3614594022402384",2160,4
1500.0,"math,strings","['math', 'strings']","  (0, 61)	0.7967879156268319
  (0, 37)	0.6042590648977049",3000,2
1750.0,"brute force,dp,two pointers","['brute force', 'dp', 'two pointers']","  (0, 46)	0.5699020670961601
  (0, 27)	0.41654032514017686
  (0, 21)	0.3933117167284381
  (0, 7)	0.41654032514017686
  (0, 6)	0.41654032514017686",4561,2
1000.0,"binary search,implementation","['binary search', 'implementation']","  (0, 52)	0.5289918613907164
  (0, 35)	0.3790265050835606
  (0, 4)	0.5368922233682132
  (0, 3)	0.5368922233682132",5897,1
500.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",5626,0
2500.0,"data structures,sortings,strings","['data structures', 'sortings', 'strings']","  (0, 62)	0.4098022908678176
  (0, 61)	0.5141352322800908
  (0, 56)	0.4664743623613009
  (0, 16)	0.4184069278748878
  (0, 15)	0.4184069278748878",3711,4
1000.0,"greedy,implementation,sortings","['greedy', 'implementation', 'sortings']","  (0, 56)	0.6735367664416304
  (0, 35)	0.475893114022469
  (0, 33)	0.5655740166214763",5705,1
2000.0,"bitmasks,dfs and similar,dp","['bitmasks', 'dfs and similar', 'dp']","  (0, 55)	0.433986965716912
  (0, 21)	0.36267795128935143
  (0, 18)	0.433986965716912
  (0, 17)	0.433986965716912
  (0, 5)	0.5508453906606123",2351,3
2750.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",2153,6
2000.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",4097,3
3000.0,"brute force,math,number theory","['brute force', 'math', 'number theory']","  (0, 68)	0.43344456504257106
  (0, 43)	0.43344456504257106
  (0, 42)	0.43344456504257106
  (0, 37)	0.31705391767535335
  (0, 27)	0.3345914127170029
  (0, 7)	0.3345914127170029
  (0, 6)	0.3345914127170029",5086,5
2000.0,"constructive algorithms,dfs and similar,dsu,greedy,number theory,sortings,strings","['constructive algorithms', 'dfs and similar', 'dsu', 'greedy', 'number theory', 'sortings', 'strings']","  (0, 68)	0.302733886014742
  (0, 61)	0.29199819203886657
  (0, 56)	0.26492965642117017
  (0, 55)	0.26404480634340993
  (0, 43)	0.302733886014742
  (0, 42)	0.302733886014742
  (0, 33)	0.22246347544748915
  (0, 22)	0.33316266891488716
  (0, 18)	0.26404480634340993
  (0, 17)	0.26404480634340993
  (0, 14)	0.25817279396583764
  (0, 13)	0.25817279396583764
  (0, 2)	0.25817279396583764",6479,2
1000.0,"bitmasks,constructive algorithms,graphs,implementation,math","['bitmasks', 'constructive algorithms', 'graphs', 'implementation', 'math']","  (0, 37)	0.3211273099785585
  (0, 35)	0.2714534295072676
  (0, 32)	0.40801114100521385
  (0, 14)	0.37439248101670064
  (0, 13)	0.37439248101670064
  (0, 5)	0.48601235137059995
  (0, 2)	0.37439248101670064",4048,1
500.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",5,0
1500.0,"brute force,constructive algorithms,implementation,number theory","['brute force', 'constructive algorithms', 'implementation', 'number theory']","  (0, 68)	0.36881018795545073
  (0, 43)	0.36881018795545073
  (0, 42)	0.36881018795545073
  (0, 35)	0.22804500452138962
  (0, 27)	0.28469781781741277
  (0, 14)	0.3145229558573028
  (0, 13)	0.3145229558573028
  (0, 7)	0.28469781781741277
  (0, 6)	0.28469781781741277
  (0, 2)	0.3145229558573028",3431,2
3000.0,"brute force,dp,greedy","['brute force', 'dp', 'greedy']","  (0, 33)	0.434605795394828
  (0, 27)	0.45654023722501946
  (0, 21)	0.43108101093970486
  (0, 7)	0.45654023722501946
  (0, 6)	0.45654023722501946",527,4
2000.0,"binary search,dp","['binary search', 'dp']","  (0, 52)	0.5147820662068904
  (0, 21)	0.43479786904788514
  (0, 4)	0.5224702084249316
  (0, 3)	0.5224702084249316",4748,4
2000.0,"brute force,math","['brute force', 'math']","  (0, 37)	0.4799566188964724
  (0, 27)	0.5065049009231357
  (0, 7)	0.5065049009231357
  (0, 6)	0.5065049009231357",32,3
2500.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",5796,4
2000.0,"constructive algorithms,geometry","['constructive algorithms', 'geometry']","  (0, 29)	0.5760883600361106
  (0, 14)	0.4719188494613965
  (0, 13)	0.4719188494613965
  (0, 2)	0.4719188494613965",4965,3
500.0,brute force,['brute force'],"  (0, 27)	0.5773502691896257
  (0, 7)	0.5773502691896257
  (0, 6)	0.5773502691896257",2655,0
1000.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",1877,1
1500.0,"data structures,implementation","['data structures', 'implementation']","  (0, 62)	0.5176610960676551
  (0, 35)	0.4163389461736369
  (0, 16)	0.5285304492255197
  (0, 15)	0.5285304492255197",939,2
2500.0,"dfs and similar,dp,trees","['dfs and similar', 'dp', 'trees']","  (0, 69)	0.49762602572825015
  (0, 55)	0.4510344966862413
  (0, 21)	0.37692437824432856
  (0, 18)	0.4510344966862413
  (0, 17)	0.4510344966862413",1869,4
3000.0,"flows,graphs,shortest paths","['flows', 'graphs', 'shortest paths']","  (0, 54)	0.4549777531801462
  (0, 53)	0.4549777531801462
  (0, 45)	0.4549777531801462
  (0, 32)	0.36283740711374274
  (0, 26)	0.4973276066461763",4692,4
500.0,"games,greedy,implementation","['games', 'greedy', 'implementation']","  (0, 35)	0.3978213273502054
  (0, 33)	0.4727897911893715
  (0, 28)	0.7862620459188089",3460,1
1500.0,"binary search,brute force,data structures,strings","['binary search', 'brute force', 'data structures', 'strings']","  (0, 62)	0.2943836889767451
  (0, 61)	0.36933182093983963
  (0, 52)	0.33044155994750396
  (0, 27)	0.29558257582626574
  (0, 16)	0.3005648764442017
  (0, 15)	0.3005648764442017
  (0, 7)	0.29558257582626574
  (0, 6)	0.29558257582626574
  (0, 4)	0.33537662251941336
  (0, 3)	0.33537662251941336",5613,2
2000.0,"constructive algorithms,greedy","['constructive algorithms', 'greedy']","  (0, 33)	0.44541756120237624
  (0, 14)	0.5169149498620083
  (0, 13)	0.5169149498620083
  (0, 2)	0.5169149498620083",1134,2
2500.0,"geometry,ternary search","['geometry', 'ternary search']","  (0, 66)	0.5897882294530464
  (0, 65)	0.5897882294530464
  (0, 52)	0.3520462515724971
  (0, 29)	0.42469180066377016",6507,4
500.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",2302,0
500.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",979,0
1000.0,"binary search,implementation","['binary search', 'implementation']","  (0, 52)	0.5289918613907164
  (0, 35)	0.3790265050835606
  (0, 4)	0.5368922233682132
  (0, 3)	0.5368922233682132",6194,1
500.0,"brute force,strings","['brute force', 'strings']","  (0, 61)	0.5850532379797061
  (0, 27)	0.4682281170289618
  (0, 7)	0.4682281170289618
  (0, 6)	0.4682281170289618",4785,0
2000.0,"brute force,data structures,greedy,sortings","['brute force', 'data structures', 'greedy', 'sortings']","  (0, 62)	0.3467151995109341
  (0, 56)	0.39466287821461127
  (0, 33)	0.3314014621985361
  (0, 27)	0.3481272080860947
  (0, 16)	0.35399519404270646
  (0, 15)	0.35399519404270646
  (0, 7)	0.3481272080860947
  (0, 6)	0.3481272080860947",376,3
1000.0,"brute force,dfs and similar","['brute force', 'dfs and similar']","  (0, 55)	0.4323414917201438
  (0, 27)	0.3826410431076809
  (0, 18)	0.4323414917201438
  (0, 17)	0.4323414917201438
  (0, 7)	0.3826410431076809
  (0, 6)	0.3826410431076809",6155,1
1000.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",1185,1
1500.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",1515,2
2000.0,"binary search,data structures","['binary search', 'data structures']","  (0, 62)	0.37957769344396236
  (0, 52)	0.4260706344800462
  (0, 16)	0.38754770322880217
  (0, 15)	0.38754770322880217
  (0, 4)	0.4324338935130389
  (0, 3)	0.4324338935130389",4452,3
500.0,implementation,['implementation'],"  (0, 35)	1.0",3878,0
1000.0,"greedy,sortings","['greedy', 'sortings']","  (0, 56)	0.765815093250802
  (0, 33)	0.6430608392285022",1538,1
500.0,"brute force,dfs and similar,dsu,graphs","['brute force', 'dfs and similar', 'dsu', 'graphs']","  (0, 55)	0.3518559091485214
  (0, 32)	0.37492344430346386
  (0, 27)	0.3114077984153809
  (0, 22)	0.44395970285791303
  (0, 18)	0.3518559091485214
  (0, 17)	0.3518559091485214
  (0, 7)	0.3114077984153809
  (0, 6)	0.3114077984153809",3395,0
2500.0,math,['math'],"  (0, 37)	1.0",3849,2
1500.0,"dfs and similar,graphs,trees","['dfs and similar', 'graphs', 'trees']","  (0, 69)	0.4768781467201565
  (0, 55)	0.43222919173454066
  (0, 32)	0.46056596771609815
  (0, 18)	0.43222919173454066
  (0, 17)	0.43222919173454066",1849,2
1500.0,"binary search,brute force,expression parsing,implementation","['binary search', 'brute force', 'expression parsing', 'implementation']","  (0, 52)	0.26791047900454645
  (0, 44)	0.43635229489860167
  (0, 35)	0.1919598011685742
  (0, 27)	0.23964803182624217
  (0, 24)	0.43635229489860167
  (0, 23)	0.43635229489860167
  (0, 7)	0.23964803182624217
  (0, 6)	0.23964803182624217
  (0, 4)	0.27191165542366186
  (0, 3)	0.27191165542366186",3543,3
1000.0,"constructive algorithms,dp","['constructive algorithms', 'dp']","  (0, 21)	0.44251480380911207
  (0, 14)	0.5177453197630997
  (0, 13)	0.5177453197630997
  (0, 2)	0.5177453197630997",2318,1
500.0,implementation,['implementation'],"  (0, 35)	1.0",6233,0
1250.0,"binary search,dp,greedy,two pointers","['binary search', 'dp', 'greedy', 'two pointers']","  (0, 52)	0.4083679169258067
  (0, 46)	0.4997801016255893
  (0, 33)	0.34773806537988694
  (0, 21)	0.3449178044899186
  (0, 4)	0.41446679027185107
  (0, 3)	0.41446679027185107",1699,2
500.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",3939,0
1250.0,"brute force,greedy,math","['brute force', 'greedy', 'math']","  (0, 37)	0.4323253151547875
  (0, 33)	0.43431895784293195
  (0, 27)	0.4562389230562364
  (0, 7)	0.4562389230562364
  (0, 6)	0.4562389230562364",3797,2
2000.0,"bitmasks,brute force,fft,math","['bitmasks', 'brute force', 'fft', 'math']","  (0, 37)	0.3041273996375488
  (0, 27)	0.3209498782944271
  (0, 25)	0.6217869002974741
  (0, 7)	0.3209498782944271
  (0, 6)	0.3209498782944271
  (0, 5)	0.46028371932595963",4076,4
2000.0,"data structures,implementation","['data structures', 'implementation']","  (0, 62)	0.5176610960676551
  (0, 35)	0.4163389461736369
  (0, 16)	0.5285304492255197
  (0, 15)	0.5285304492255197",4745,3
500.0,"implementation,sortings","['implementation', 'sortings']","  (0, 56)	0.8167076220666944
  (0, 35)	0.5770516961747584",5523,0
1500.0,"dp,matrices","['dp', 'matrices']","  (0, 38)	0.8687888373811061
  (0, 21)	0.4951827501458283",2247,2
500.0,implementation,['implementation'],"  (0, 35)	1.0",2664,0
1000.0,"implementation,strings","['implementation', 'strings']","  (0, 61)	0.8418660827494792
  (0, 35)	0.5396864818726211",764,1
2500.0,dfs and similar,['dfs and similar'],"  (0, 55)	0.5773502691896257
  (0, 18)	0.5773502691896257
  (0, 17)	0.5773502691896257",778,4
500.0,implementation,['implementation'],"  (0, 35)	1.0",996,0
1000.0,"greedy,sortings","['greedy', 'sortings']","  (0, 56)	0.765815093250802
  (0, 33)	0.6430608392285022",1133,1
1000.0,"binary search,brute force,math,number theory","['binary search', 'brute force', 'math', 'number theory']","  (0, 68)	0.3626976162497749
  (0, 52)	0.31299814556184447
  (0, 43)	0.3626976162497749
  (0, 42)	0.3626976162497749
  (0, 37)	0.2653042844180288
  (0, 27)	0.27997930438505453
  (0, 7)	0.27997930438505453
  (0, 6)	0.27997930438505453
  (0, 4)	0.31767269507518264
  (0, 3)	0.31767269507518264",1874,1
1500.0,greedy,['greedy'],"  (0, 33)	1.0",6386,2
1000.0,"binary search,greedy,implementation,sortings","['binary search', 'greedy', 'implementation', 'sortings']","  (0, 56)	0.4393693853789838
  (0, 52)	0.4332686991934288
  (0, 35)	0.31044016515802647
  (0, 33)	0.36894186100950765
  (0, 4)	0.4397394595339533
  (0, 3)	0.4397394595339533",5912,1
2500.0,"dp,matrices","['dp', 'matrices']","  (0, 38)	0.8687888373811061
  (0, 21)	0.4951827501458283",4383,4
2000.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",2237,3
1500.0,"greedy,sortings","['greedy', 'sortings']","  (0, 56)	0.765815093250802
  (0, 33)	0.6430608392285022",4439,2
1500.0,constructive algorithms,['constructive algorithms'],"  (0, 14)	0.5773502691896258
  (0, 13)	0.5773502691896258
  (0, 2)	0.5773502691896258",578,2
2000.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",4042,4
1500.0,"brute force,constructive algorithms","['brute force', 'constructive algorithms']","  (0, 27)	0.3874488343122914
  (0, 14)	0.42803823909013083
  (0, 13)	0.42803823909013083
  (0, 7)	0.3874488343122914
  (0, 6)	0.3874488343122914
  (0, 2)	0.42803823909013083",1987,2
1500.0,"brute force,dp,strings","['brute force', 'dp', 'strings']","  (0, 61)	0.5350895793692757
  (0, 27)	0.42824134612957365
  (0, 21)	0.40436022361973706
  (0, 7)	0.42824134612957365
  (0, 6)	0.42824134612957365",1824,2
500.0,"data structures,implementation","['data structures', 'implementation']","  (0, 62)	0.5176610960676551
  (0, 35)	0.4163389461736369
  (0, 16)	0.5285304492255197
  (0, 15)	0.5285304492255197",6205,0
500.0,implementation,['implementation'],"  (0, 35)	1.0",2924,0
1000.0,implementation,['implementation'],"  (0, 35)	1.0",265,1
1000.0,geometry,['geometry'],"  (0, 29)	1.0",569,1
1750.0,"binary search,constructive algorithms,greedy","['binary search', 'constructive algorithms', 'greedy']","  (0, 52)	0.38590168113330003
  (0, 33)	0.32860736228825793
  (0, 14)	0.3813546501017828
  (0, 13)	0.3813546501017828
  (0, 4)	0.391665026831403
  (0, 3)	0.391665026831403
  (0, 2)	0.3813546501017828",167,3
2000.0,"combinatorics,dfs and similar,graphs,math","['combinatorics', 'dfs and similar', 'graphs', 'math']","  (0, 55)	0.40242886848242304
  (0, 37)	0.33749869349464773
  (0, 32)	0.4288119469805123
  (0, 18)	0.40242886848242304
  (0, 17)	0.40242886848242304
  (0, 11)	0.46515369874059714",1037,3
2000.0,"binary search,data structures,dfs and similar,trees,two pointers","['binary search', 'data structures', 'dfs and similar', 'trees', 'two pointers']","  (0, 69)	0.33151190327189056
  (0, 62)	0.2648532761669542
  (0, 55)	0.30047324035939516
  (0, 52)	0.2972940859530058
  (0, 46)	0.3638426583772854
  (0, 18)	0.30047324035939516
  (0, 17)	0.30047324035939516
  (0, 16)	0.2704144122375308
  (0, 15)	0.2704144122375308
  (0, 4)	0.3017340992390761
  (0, 3)	0.3017340992390761",232,3
1000.0,sortings,['sortings'],"  (0, 56)	1.0",6504,1
500.0,implementation,['implementation'],"  (0, 35)	1.0",2832,0
500.0,"binary search,brute force,math","['binary search', 'brute force', 'math']","  (0, 52)	0.4022888711464306
  (0, 37)	0.3409891163963847
  (0, 27)	0.3598505611055504
  (0, 7)	0.3598505611055504
  (0, 6)	0.3598505611055504
  (0, 4)	0.4082969554546085
  (0, 3)	0.4082969554546085",3438,0
2000.0,"brute force,combinatorics","['brute force', 'combinatorics']","  (0, 27)	0.46098946675558966
  (0, 11)	0.6020516046164077
  (0, 7)	0.46098946675558966
  (0, 6)	0.46098946675558966",4780,2
1000.0,"greedy,sortings","['greedy', 'sortings']","  (0, 56)	0.765815093250802
  (0, 33)	0.6430608392285022",3262,2
2000.0,"dp,implementation","['dp', 'implementation']","  (0, 35)	0.64690165854566
  (0, 21)	0.7625734352643518",5392,3
2500.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",5058,4
3000.0,dp,['dp'],"  (0, 21)	1.0",3239,5
500.0,implementation,['implementation'],"  (0, 35)	1.0",898,0
1750.0,"bitmasks,dp","['bitmasks', 'dp']","  (0, 21)	0.5499124193373313
